region;price;year;manufacturer;model;condition;cylinders;fuel;transmission;type;paint_color;state
flagstaff / sedona;49659;2019;cadillac;xt5 luxury;good;6 cylinders;gas;automatic;other;blue;az
flagstaff / sedona;49659;2019;cadillac;xt5 luxury;good;6 cylinders;gas;automatic;other;blue;az
flagstaff / sedona;49659;2019;cadillac;xt5 luxury;good;6 cylinders;gas;automatic;other;blue;az
flagstaff / sedona;49659;2019;cadillac;xt5 luxury;good;6 cylinders;gas;automatic;other;blue;az
flagstaff / sedona;49659;2019;cadillac;xt5 luxury;good;6 cylinders;gas;automatic;other;blue;az
huntsville / decatur;49500;2018;bmw;x6 xdrive50i;excellent;8 cylinders;gas;automatic;coupe;grey;al
fresno / madera;49500;2017;gmc;sierra;excellent;8 cylinders;gas;automatic;truck;black;ca
kenai peninsula;49000;2018;toyota;tundra;excellent;8 cylinders;gas;automatic;pickup;brown;ak
tucson;49000;1955;ford;pu;excellent;8 cylinders;gas;automatic;pickup;silver;az
bakersfield;48999;2018;ford;f550;excellent;8 cylinders;diesel;automatic;pickup;white;ca
anchorage / mat-su;48995;2014;rover;sc;excellent;8 cylinders;gas;automatic;SUV;black;ak
anchorage / mat-su;48995;2019;audi;q7 se premium plus;excellent;6 cylinders;gas;automatic;SUV;grey;ak
anchorage / mat-su;48995;2014;rover;sc;excellent;8 cylinders;gas;automatic;SUV;black;ak
anchorage / mat-su;48995;2019;audi;q7 se premium plus;excellent;6 cylinders;gas;automatic;SUV;grey;ak
anchorage / mat-su;48995;2014;rover;sc;excellent;8 cylinders;gas;automatic;SUV;black;ak
phoenix;48995;2018;ford;f150;like new;6 cylinders;gas;automatic;truck;silver;az
tucson;48995;2015;ram;3500 laramie;good;6 cylinders;diesel;automatic;pickup;white;az
bakersfield;48995;2015;mercedes-benz;s-class;good;8 cylinders;gas;automatic;sedan;black;ca
inland empire;48995;2018;porsche;macan;good;4 cylinders;gas;automatic;SUV;black;ca
inland empire;48995;2018;porsche;macan;good;4 cylinders;gas;automatic;SUV;grey;ca
huntsville / decatur;48990;2019;nissan;armada;good;8 cylinders;gas;automatic;SUV;black;al
bakersfield;48990;2020;gmc;yukon slt sport utility 4d;good;8 cylinders;gas;other;SUV;blue;ca
birmingham;48900;2018;chevrolet;silverado 2500 hd ltz;like new;8 cylinders;diesel;automatic;truck;black;al
anchorage / mat-su;48900;2017;toyota;sienna le;like new;6 cylinders;gas;automatic;mini-van;custom;ak
inland empire;48900;2018;rover;velar;excellent;4 cylinders;gas;automatic;SUV;black;ca
inland empire;48900;2020;jeep;gladiator;excellent;6 cylinders;gas;automatic;truck;white;ca
phoenix;48888;2015;ford;f350 diesel powerstroke fx4;like new;8 cylinders;diesel;automatic;truck;blue;az
tucson;48588;2019;ford;mustang bullitt;new;8 cylinders;gas;manual;coupe;green;az
yuma;48500;2019;ram;1500 4x4;like new;8 cylinders;gas;automatic;truck;red;az
huntsville / decatur;48200;2018;chevrolet;silverado;excellent;8 cylinders;gas;automatic;pickup;white;al
tuscaloosa;48000;2002;mercedes-benz;g500 g-wagon;excellent;8 cylinders;gas;automatic;SUV;black;al
anchorage / mat-su;48000;2015;audi;rs5;new;8 cylinders;gas;automatic;coupe;red;ak
phoenix;48000;2016;ford;f-250 superduty xlt;excellent;8 cylinders;diesel;automatic;truck;white;az
inland empire;48000;2006;bmw;e46 m3;excellent;6 cylinders;gas;other;coupe;blue;ca
birmingham;47990;2014;ford;super duty f-550 drw;good;8 cylinders;diesel;automatic;truck;white;al
birmingham;47990;2020;gmc;yukon slt sport utility 4d;good;8 cylinders;gas;other;SUV;black;al
chico;47990;2017;chevrolet;ss sedan 4d;good;8 cylinders;gas;other;sedan;red;ca
birmingham;47590;2020;gmc;yukon slt sport utility 4d;good;8 cylinders;gas;other;SUV;white;al
flagstaff / sedona;47590;2020;toyota;tundra crewmax limited;good;8 cylinders;gas;other;pickup;silver;az
little rock;47590;2020;lexus;rx 350l sport utility 4d;good;6 cylinders;gas;other;other;white;ar
bakersfield;47590;2020;gmc;yukon slt sport utility 4d;good;8 cylinders;gas;other;SUV;black;ca
chico;47590;2020;chevrolet;silverado 2500 hd crew;good;8 cylinders;gas;other;pickup;white;ca
fresno / madera;47500;2019;ram;1500;like new;8 cylinders;gas;automatic;pickup;black;ca
tucson;47000;2019;bmw;x3 m40i;like new;6 cylinders;gas;automatic;SUV;white;az
fresno / madera;47000;1955;chevrolet;2 door;excellent;8 cylinders;gas;manual;sedan;black;ca
los angeles;47000;2015;chevrolet;ss;excellent;8 cylinders;gas;automatic;sedan;white;ca
anchorage / mat-su;46999;2019;toyota;tundra sr5 crew max;like new;8 cylinders;gas;automatic;truck;black;ak
anchorage / mat-su;46999;2019;toyota;tundra sr5 crew max;like new;8 cylinders;gas;automatic;truck;black;ak
fayetteville;46995;2019;chevrolet;silverado 2500hd work;good;8 cylinders;diesel;automatic;pickup;white;ar
humboldt county;46995;2019;chevrolet;tahoe lt 4x4;excellent;8 cylinders;gas;automatic;SUV;black;ca
birmingham;46990;2016;ram;4500;good;6 cylinders;diesel;automatic;truck;white;al
birmingham;46990;2014;chevrolet;corvette stingray;good;8 cylinders;gas;other;other;white;al
birmingham;46990;2020;gmc;yukon slt sport utility 4d;good;8 cylinders;gas;other;other;white;al
florence / muscle shoals;46990;2014;chevrolet;corvette stingray;good;8 cylinders;gas;other;other;white;al
gadsden-anniston;46990;2014;chevrolet;corvette stingray;good;8 cylinders;gas;other;other;white;al
huntsville / decatur;46990;2020;ford;f150 supercrew cab lariat;good;8 cylinders;gas;other;pickup;black;al
montgomery;46990;2014;chevrolet;corvette stingray;good;8 cylinders;gas;other;other;white;al
tuscaloosa;46990;2014;chevrolet;corvette stingray;good;8 cylinders;gas;other;other;white;al
flagstaff / sedona;46990;2014;chevrolet;corvette stingray;good;8 cylinders;gas;other;other;white;az
flagstaff / sedona;46990;2014;mercedes-benz;sl-class sl 550;good;8 cylinders;other;other;convertible;blue;az
jonesboro;46990;2014;chevrolet;corvette stingray;good;8 cylinders;gas;other;other;white;ar
little rock;46990;2014;chevrolet;corvette stingray;good;8 cylinders;gas;other;other;white;ar
fort smith;46988;2017;ford;f-250 platinum;like new;8 cylinders;diesel;automatic;truck;white;ar
phoenix;46950;2011;chevrolet;silverado 3500hd ltz;excellent;8 cylinders;diesel;automatic;pickup;black;az
bakersfield;46950;2010;ram;3500 laramie;excellent;6 cylinders;diesel;automatic;truck;white;ca
bakersfield;46950;2012;ram;2500 laramie mega cab;excellent;6 cylinders;diesel;automatic;truck;black;ca
inland empire;46950;2011;chevrolet;silverado 3500hd ltz;excellent;8 cylinders;diesel;automatic;pickup;black;ca
little rock;46911;2019;ram;1500 laramie 4x4;like new;8 cylinders;gas;automatic;truck;blue;ar
phoenix;46902;2015;chevrolet;corvette;excellent;8 cylinders;gas;manual;coupe;white;az
anchorage / mat-su;46900;2018;volvo;xc60;excellent;4 cylinders;gas;automatic;SUV;green;ak
anchorage / mat-su;46900;2018;volvo;xc60;excellent;4 cylinders;gas;automatic;SUV;green;ak
bakersfield;46900;2016;ford;f550 super duty;good;8 cylinders;diesel;automatic;truck;white;ca
chico;46870;2016;chevrolet;silverado crew cab ltz 4x4;like new;8 cylinders;gas;automatic;pickup;black;ca
anchorage / mat-su;46600;2020;ford;f-150;like new;6 cylinders;gas;automatic;truck;blue;ak
chico;46590;2019;chevrolet;silverado 2500 hd crew;good;8 cylinders;gas;other;pickup;white;ca
fresno / madera;46567;2020;acura;mdx;like new;6 cylinders;gas;automatic;SUV;white;ca
anchorage / mat-su;46000;2020;ford;f-150;like new;6 cylinders;gas;automatic;truck;blue;ak
kenai peninsula;46000;2019;ram;3500 hd;good;8 cylinders;gas;automatic;truck;silver;ak
mohave county;46000;2018;ford;f-150;excellent;6 cylinders;gas;automatic;truck;white;az
phoenix;46000;2016;chevrolet;suburban 1500;excellent;8 cylinders;gas;automatic;SUV;brown;az
anchorage / mat-su;45995;2017;mercedes-benz;c43 amg;excellent;6 cylinders;gas;automatic;sedan;white;ak
anchorage / mat-su;45995;2018;gmc;sierra denali;excellent;8 cylinders;gas;automatic;truck;white;ak
anchorage / mat-su;45995;2020;jeep;gladiator;excellent;6 cylinders;gas;automatic;truck;silver;ak
anchorage / mat-su;45995;2020;jeep;gladiator;excellent;6 cylinders;gas;automatic;truck;silver;ak
anchorage / mat-su;45995;2018;gmc;sierra denali;excellent;8 cylinders;gas;automatic;truck;white;ak
anchorage / mat-su;45995;2021;acura;tlx a-spec awd;excellent;4 cylinders;gas;automatic;sedan;grey;ak
prescott;45990;2014;chevrolet;corvette stingray z51;good;8 cylinders;gas;other;convertible;yellow;az
sierra vista;45990;2014;chevrolet;corvette stingray z51;good;8 cylinders;gas;other;convertible;yellow;az
bakersfield;45990;2014;chevrolet;corvette stingray z51;good;8 cylinders;gas;other;convertible;yellow;ca
chico;45990;2014;chevrolet;corvette stingray z51;good;8 cylinders;gas;other;convertible;yellow;ca
hanford-corcoran;45990;2014;chevrolet;corvette stingray z51;good;8 cylinders;gas;other;convertible;yellow;ca
birmingham;45950;2014;gmc;sierra 2500hd denali;excellent;8 cylinders;diesel;automatic;truck;black;al
birmingham;45950;2014;gmc;sierra 2500hd denali;excellent;8 cylinders;diesel;automatic;truck;black;al
bakersfield;45950;2014;ram;3500 laramie crew cab;excellent;6 cylinders;diesel;automatic;truck;grey;ca
chico;45680;2018;chevrolet;silverado lt crew cab 4x4;like new;8 cylinders;gas;automatic;pickup;white;ca
dothan;45590;2020;acura;mdx advance pkg sport;good;6 cylinders;gas;other;SUV;white;al
flagstaff / sedona;45590;2019;toyota;tundra crewmax limited;good;8 cylinders;gas;other;pickup;silver;az
prescott;45590;2019;toyota;tundra crewmax limited;good;8 cylinders;gas;other;pickup;silver;az
sierra vista;45590;2020;acura;mdx advance pkg sport;good;6 cylinders;gas;other;SUV;white;az
little rock;45590;2020;acura;mdx advance pkg sport;good;6 cylinders;gas;other;SUV;white;ar
bakersfield;45590;2020;hyundai;palisade limited sport;good;6 cylinders;gas;other;other;blue;ca
bakersfield;45590;2020;acura;mdx advance pkg sport;good;6 cylinders;gas;other;SUV;white;ca
chico;45590;2019;toyota;tundra crewmax limited;good;8 cylinders;gas;other;pickup;silver;ca
chico;45590;2020;hyundai;palisade limited sport;good;6 cylinders;gas;other;other;blue;ca
gold country;45590;2019;toyota;tundra crewmax limited;good;8 cylinders;gas;other;pickup;silver;ca
huntsville / decatur;45500;1955;chevrolet;belair;excellent;8 cylinders;gas;automatic;coupe;red;al
los angeles;45500;2015;bmw;b6;like new;8 cylinders;gas;automatic;other;white;ca
birmingham;45300;2018;ram;3500 big horn;excellent;6 cylinders;diesel;automatic;truck;black;al
birmingham;45000;2017;chevrolet;silverado;excellent;8 cylinders;gas;automatic;truck;red;al
birmingham;45000;2007;chevrolet;corvette;like new;8 cylinders;gas;manual;convertible;black;al
flagstaff / sedona;45000;1957;chevrolet;belair 1957;excellent;8 cylinders;gas;automatic;coupe;red;az
phoenix;45000;2020;toyota;4runner;excellent;6 cylinders;gas;automatic;SUV;white;az
prescott;45000;2019;ram;1500;like new;8 cylinders;gas;automatic;truck;white;az
tucson;45000;2014;chevrolet;silverado 1500;excellent;8 cylinders;gas;automatic;truck;white;az
tucson;45000;1968;chevrolet;c10 pickup;like new;8 cylinders;gas;automatic;pickup;red;az
yuma;45000;2008;gmc;sierra 2500hd slt;excellent;8 cylinders;diesel;automatic;truck;silver;az
little rock;45000;2014;chevrolet;corvette;excellent;8 cylinders;gas;automatic;coupe;red;ar
bakersfield;45000;2016;gmc;sierra 1500 slt 4x4;like new;8 cylinders;gas;automatic;truck;white;ca
bakersfield;45000;2015;dodge;challenger;excellent;8 cylinders;other;automatic;coupe;green;ca
gold country;45000;2017;ram;3500;excellent;6 cylinders;diesel;automatic;truck;white;ca
inland empire;45000;2018;chevrolet;silverado;excellent;8 cylinders;gas;automatic;truck;silver;ca
inland empire;45000;2004;porsche;911 c4s gt2 wing ims done;excellent;6 cylinders;gas;manual;coupe;red;ca
los angeles;45000;2018;mercedes-benz;glc 43 amg;excellent;6 cylinders;gas;automatic;SUV;blue;ca
anchorage / mat-su;44995;2019;chevrolet;traverse;excellent;6 cylinders;gas;automatic;SUV;black;ak
anchorage / mat-su;44995;2018;chevrolet;silverado 1500;like new;8 cylinders;gas;automatic;truck;blue;ak
anchorage / mat-su;44995;2017;chevrolet;silverado 1500 ltz 4x4;like new;8 cylinders;gas;automatic;truck;white;ak
anchorage / mat-su;44995;2019;toyota;tacoma trd off road 4x4;like new;6 cylinders;gas;automatic;truck;grey;ak
anchorage / mat-su;44995;2017;chevrolet;silverado 1500 ltz 4x4;like new;8 cylinders;gas;automatic;truck;white;ak
anchorage / mat-su;44995;2019;toyota;tacoma trd off road 4x4;like new;6 cylinders;gas;automatic;truck;grey;ak
anchorage / mat-su;44995;2017;chevrolet;silverado 1500 ltz 4x4;like new;8 cylinders;gas;automatic;truck;white;ak
anchorage / mat-su;44995;2019;toyota;tacoma trd off road 4x4;like new;6 cylinders;gas;automatic;truck;grey;ak
anchorage / mat-su;44995;2017;chevrolet;silverado 1500 ltz 4x4;like new;8 cylinders;gas;automatic;truck;white;ak
anchorage / mat-su;44995;2019;toyota;tacoma trd off road 4x4;like new;6 cylinders;gas;automatic;truck;grey;ak
tucson;44995;2015;ford;f150 platinum;like new;6 cylinders;gas;automatic;pickup;white;az
birmingham;44990;2012;ford;super duty f-550 drw;good;8 cylinders;diesel;automatic;truck;white;al
birmingham;44990;2015;ram;5500;good;6 cylinders;diesel;automatic;truck;white;al
prescott;44990;2014;chevrolet;corvette stingray;good;8 cylinders;gas;other;coupe;black;az
prescott;44990;2014;chevrolet;corvette stingray z51;good;8 cylinders;gas;other;coupe;white;az
sierra vista;44990;2014;chevrolet;corvette stingray;good;8 cylinders;gas;other;coupe;black;az
sierra vista;44990;2014;chevrolet;corvette stingray z51;good;8 cylinders;gas;other;coupe;white;az
bakersfield;44990;2014;chevrolet;corvette stingray;good;8 cylinders;gas;other;coupe;black;ca
bakersfield;44990;2014;chevrolet;corvette stingray z51;good;8 cylinders;gas;other;coupe;white;ca
chico;44990;2014;chevrolet;corvette stingray;good;8 cylinders;gas;other;coupe;black;ca
hanford-corcoran;44990;2014;chevrolet;corvette stingray;good;8 cylinders;gas;other;coupe;black;ca
fort smith;44988;2015;ram;2500;like new;8 cylinders;diesel;automatic;truck;white;ar
fort smith;44988;2015;gmc;sierra 2500hd;like new;8 cylinders;diesel;automatic;truck;white;ar
chico;44987;2019;gmc;sierra 1500 sle 4x4;like new;4 cylinders;gas;automatic;pickup;silver;ca
bakersfield;44950;2015;gmc;sierra 3500hd crew cab;excellent;8 cylinders;diesel;automatic;truck;black;ca
bakersfield;44950;2014;ram;3500 crew cab;excellent;6 cylinders;diesel;automatic;truck;black;ca
bakersfield;44900;2015;ford;f550 super duty;good;10 cylinders;gas;automatic;truck;white;ca
bakersfield;44900;2015;ford;f550 super duty;good;10 cylinders;gas;automatic;truck;white;ca
bakersfield;44900;2012;ford;f550 4x4;good;8 cylinders;diesel;automatic;truck;white;ca
chico;44900;2018;chevrolet;silverado 1500;excellent;8 cylinders;gas;automatic;truck;grey;ca
fresno / madera;44900;2019;ford;f550 super duty;good;8 cylinders;diesel;automatic;truck;white;ca
fresno / madera;44900;2019;ford;f550 super duty;good;8 cylinders;diesel;automatic;truck;white;ca
huntsville / decatur;44590;2019;infiniti;q60 red sport 400 coupe;good;6 cylinders;gas;other;coupe;blue;al
flagstaff / sedona;44590;2020;ram;2500 crew cab tradesman;good;8 cylinders;gas;other;pickup;white;az
flagstaff / sedona;44590;2018;toyota;tundra crewmax limited;good;8 cylinders;other;other;pickup;black;az
little rock;44590;2019;ford;f150 supercrew cab lariat;good;6 cylinders;other;other;pickup;white;ar
bakersfield;44590;2018;infiniti;qx80 sport utility 4d;good;8 cylinders;gas;automatic;SUV;white;ca
phoenix;44500;2015;gmc;yukon xl denali 4x4;excellent;8 cylinders;gas;automatic;SUV;white;az
phoenix;44500;2015;gmc;yukon xl denali 4x4;excellent;8 cylinders;gas;automatic;SUV;white;az
phoenix;44500;2015;gmc;yukon xl denali 4x4;excellent;8 cylinders;gas;automatic;SUV;white;az
phoenix;43999;2016;cadillac;escalade;excellent;8 cylinders;electric;automatic;SUV;grey;az
prescott;43999;2020;chevrolet;tahoe;like new;8 cylinders;gas;automatic;SUV;black;az
anchorage / mat-su;43995;2020;toyota;tacoma;excellent;6 cylinders;gas;automatic;truck;grey;ak
bakersfield;43995;2015;ford;f-150;excellent;6 cylinders;gas;automatic;pickup;grey;ca
fresno / madera;43995;2015;ford;f-150;excellent;6 cylinders;gas;automatic;pickup;grey;ca
birmingham;43990;2020;acura;mdx sh-awd w/technology;good;6 cylinders;gas;other;SUV;silver;al
jonesboro;43990;2013;chevrolet;corvette grand sport;good;8 cylinders;gas;other;coupe;black;ar
little rock;43990;2013;chevrolet;corvette grand sport;good;8 cylinders;gas;other;coupe;black;ar
chico;43950;2011;chevrolet;silverado 2500hd;excellent;8 cylinders;diesel;automatic;pickup;grey;ca
fresno / madera;43950;2011;chevrolet;silverado 2500hd;excellent;8 cylinders;diesel;automatic;pickup;grey;ca
gold country;43950;2011;chevrolet;silverado 2500hd;excellent;8 cylinders;diesel;automatic;pickup;grey;ca
gold country;43950;2018;toyota;4runner;excellent;6 cylinders;gas;automatic;SUV;grey;ca
fresno / madera;43908;2018;chevrolet;silverado 1500;like new;8 cylinders;gas;automatic;pickup;white;ca
phoenix;43888;2013;chevrolet;3500 ltz dually;like new;8 cylinders;diesel;automatic;truck;white;az
little rock;43720;2018;chevrolet;silverado 2500hd 4x4;excellent;8 cylinders;diesel;automatic;truck;white;ar
little rock;43720;2018;chevrolet;silverado 2500hd 4x4;excellent;8 cylinders;diesel;automatic;truck;white;ar
little rock;43720;2018;chevrolet;silverado 2500hd 4x4;excellent;8 cylinders;diesel;automatic;truck;white;ar
birmingham;43590;2020;acura;mdx sh-awd w/technology;good;6 cylinders;gas;other;other;silver;al
gadsden-anniston;43590;2020;acura;mdx sh-awd w/technology;good;6 cylinders;gas;other;other;silver;al
huntsville / decatur;43590;2017;lincoln;navigator l select sport;good;6 cylinders;gas;automatic;other;black;al
huntsville / decatur;43590;2020;acura;mdx sh-awd w/technology;good;6 cylinders;gas;other;other;silver;al
montgomery;43590;2020;acura;mdx sh-awd w/technology;good;6 cylinders;gas;other;other;silver;al
tuscaloosa;43590;2020;acura;mdx sh-awd w/technology;good;6 cylinders;gas;other;other;silver;al
flagstaff / sedona;43590;2017;lincoln;navigator l select sport;good;6 cylinders;gas;automatic;other;black;az
jonesboro;43590;2020;acura;mdx sh-awd w/technology;good;6 cylinders;gas;other;other;silver;ar
montgomery;43500;2020;ford;f150 xlt;new;8 cylinders;gas;automatic;pickup;black;al
